user.slice cgroup tree:
$memcg->name: user.slice, css->flags: 0xa stat[rss]: 0
$memcg->name: user-0.slice, css->flags: 0xa stat[rss]: 0
$memcg->name: user@0.service, css->flags: 0xa stat[rss]: 6422528
$memcg->name: dbus.socket, css->flags: 0xa stat[rss]: -524288
$memcg->name: run-containerd-io.containerd.runtime.v2.task-k8s.io-9bdda96a1a15e9bcaf0cbd01811dc3dde8306bac7f541d10d9f2c047c98c37a2-rootfs.mount, css->flags: 0xa stat[rss]: 0
$memcg->name: run-containerd-io.containerd.grpc.v1.cri-sandboxes-9bdda96a1a15e9bcaf0cbd01811dc3dde8306bac7f541d10d9f2c047c98c37a2-shm.mount, css->flags: 0xa stat[rss]: 0
$memcg->name: init.scope, css->flags: 0xa stat[rss]: 0
$memcg->name: boot-efi.mount, css->flags: 0xa stat[rss]: 0
$memcg->name: dev-mqueue.mount, css->flags: 0xa stat[rss]: 0
$memcg->name: dev-hugepages.mount, css->flags: 0xa stat[rss]: 0
$memcg->name: sys-kernel-debug.mount, css->flags: 0xa stat[rss]: 0
$memcg->name: run-containerd-io.containerd.grpc.v1.cri-sandboxes-05d04f81c38a96e99677f1de0326bcf3383986ec11969be18b19a2a28a597dfd-shm.mount, css->flags: 0xa stat[rss]: 0
$memcg->name: sys-kernel-config.mount, css->flags: 0xa stat[rss]: 0
$memcg->name: run-containerd-io.containerd.runtime.v2.task-k8s.io-05d04f81c38a96e99677f1de0326bcf3383986ec11969be18b19a2a28a597dfd-rootfs.mount, css->flags: 0xa stat[rss]: 0
$memcg->name: var-lib-containerd.mount, css->flags: 0xa stat[rss]: 0
$memcg->name: boot.mount, css->flags: 0xa stat[rss]: 0
$memcg->name: run-containerd-io.containerd.runtime.v2.task-k8s.io-5e219f5d7d6082b3ce5694530ac8d370876ad4e892ac08037c0d25b4bbcae550-rootfs.mount, css->flags: 0xa stat[rss]: 0
$memcg->name: -.mount, css->flags: 0xa stat[rss]: 0
$memcg->name: run-user-0.mount, css->flags: 0xa stat[rss]: 0
$memcg->name: run-containerd-io.containerd.runtime.v2.task-k8s.io-46bb18802e6d76dfbc9ff4e38c3ef6a4d84cce7bc6d15212acb8b5641d30bc6c-rootfs.mount, css->flags: 0xa stat[rss]: 0
$memcg->name: var-lib-nfs-rpc_pipefs.mount, css->flags: 0xa stat[rss]: 0
$memcg->name: session-2.scope, css->flags: 0xa stat[rss]: 229113856
$memcg->name: session-48708.scope, css->flags: 0xa stat[rss]: 4325376
$memcg->name: session-840867.scope, css->flags: 0x10 stat[rss]: 0
$memcg->name: session-840871.scope, css->flags: 0x10 stat[rss]: 11010048
$memcg->name: session-840872.scope, css->flags: 0x10 stat[rss]: 0
$memcg->name: session-840873.scope, css->flags: 0x10 stat[rss]: -131072
$memcg->name: session-840874.scope, css->flags: 0x10 stat[rss]: 393216
$memcg->name: session-840883.scope, css->flags: 0x10 stat[rss]: 1376256
$memcg->name: session-840896.scope, css->flags: 0x10 stat[rss]: 8126464
$memcg->name: session-840903.scope, css->flags: 0x10 stat[rss]: 5111808
$memcg->name: session-840913.scope, css->flags: 0x10 stat[rss]: 131072
$memcg->name: session-840915.scope, css->flags: 0x10 stat[rss]: 1310720
$memcg->name: session-840918.scope, css->flags: 0x10 stat[rss]: 0
